,year,theme,qid_key,qid,qheader,qsub,socio_group,group_,response,num,denom,percent_,Quality,ObjectId
787,2021,Housing quality & needs,16,13,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Infestations of unwanted pests,Education,"Trade certificate, diploma, college, CEGEP or other non-university certificate",Yes,35800.0,199600,17.935871743486974,Good,788
788,2018,Housing quality & needs,16,12,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Infestations of unwanted pests,Education,"Trade certificate, diploma, college, CEGEP or other non-university certificate",Yes,34900.0,200400,17.415169660678643,Good,789
789,2021,Housing quality & needs,16,13,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Infestations of unwanted pests,Education,University certificate,Yes,68300.0,422900,16.15039016315914,Good,790
790,2018,Housing quality & needs,16,12,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Infestations of unwanted pests,Education,University certificate,Yes,71700.0,405200,17.694965449160907,Good,791
791,2018,Housing quality & needs,16,12,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Infestations of unwanted pests,Racial identity,Racialized,Yes,69100.0,284900,24.254124254124253,Good,792
792,2021,Housing quality & needs,16,13,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Infestations of unwanted pests,Racial identity,Racialized,Yes,60100.0,326900,18.38482716427042,Good,793
793,2018,Housing quality & needs,16,12,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Infestations of unwanted pests,Sexual orientation,LGBTQ2S+,No,12600.0,19800,63.63636363636363,Good,794
794,2021,Housing quality & needs,16,13,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Infestations of unwanted pests,Sexual orientation,LGBTQ2S+,No,18000.0,23500,76.59574468085107,Good,795
795,2018,Housing quality & needs,16,12,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Infestations of unwanted pests,Sex,Female,No,423600.0,532300,79.5791846702987,Good,796
796,2021,Housing quality & needs,16,13,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Infestations of unwanted pests,Sex,Female,No,446100.0,550000,81.10909090909091,Good,797
797,2018,Housing quality & needs,16,12,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Infestations of unwanted pests,Sexual orientation,Heterosexual,No,318700.0,388600,82.01235203293875,Good,798
798,2021,Housing quality & needs,16,13,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Infestations of unwanted pests,Sexual orientation,Heterosexual,No,332300.0,402200,82.62058677274987,Good,799
799,2018,Housing quality & needs,16,12,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Infestations of unwanted pests,Education,High school diploma or a equivalency certificate,No,154000.0,187500,82.13333333333334,Good,800
800,2018,Housing quality & needs,15,11,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Patches of mould or mildew larger than one square metre,Education,University certificate,Yes,19300.0,405200,4.763079960513326,Good,801
801,2018,Housing quality & needs,15,11,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Patches of mould or mildew larger than one square metre,Racial identity,Racialized,Yes,22300.0,284900,7.827307827307828,Good,802
802,2021,Housing quality & needs,15,12,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Patches of mould or mildew larger than one square metre,Racial identity,Racialized,Yes,31400.0,326900,9.605383909452431,Good,803
804,2018,Housing quality & needs,15,11,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Patches of mould or mildew larger than one square metre,Sexual orientation,LGBTQ2S+,No,17900.0,19800,90.40404040404042,Good,805
805,2021,Housing quality & needs,15,12,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Patches of mould or mildew larger than one square metre,Sexual orientation,LGBTQ2S+,No,22500.0,23500,95.74468085106383,Good,806
806,2018,Housing quality & needs,15,11,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Patches of mould or mildew larger than one square metre,Sex,Female,No,499000.0,532300,93.74412925042269,Good,807
807,2021,Housing quality & needs,15,12,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Patches of mould or mildew larger than one square metre,Sex,Female,No,509900.0,550000,92.7090909090909,Good,808
808,2018,Housing quality & needs,15,11,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Patches of mould or mildew larger than one square metre,Sexual orientation,Heterosexual,No,370800.0,388600,95.41945445187854,Good,809
809,2021,Housing quality & needs,15,12,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Patches of mould or mildew larger than one square metre,Sexual orientation,Heterosexual,No,380600.0,402200,94.6295375435107,Good,810
810,2018,Housing quality & needs,15,11,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Patches of mould or mildew larger than one square metre,Education,High school diploma or a equivalency certificate,No,177900.0,187500,94.88,Good,811
811,2021,Housing quality & needs,15,12,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Patches of mould or mildew larger than one square metre,Education,High school diploma or a equivalency certificate,No,184800.0,207800,88.93166506256016,Good,812
812,2018,Housing quality & needs,15,11,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Patches of mould or mildew larger than one square metre,Education,Less than high school diploma or its equivalent,No,78800.0,84100,93.69797859690844,Good,813
813,2021,Housing quality & needs,15,12,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Patches of mould or mildew larger than one square metre,Education,Less than high school diploma or its equivalent,No,77500.0,87500,88.57142857142857,Good,814
814,2018,Housing quality & needs,15,11,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Patches of mould or mildew larger than one square metre,Sex,Male,No,494000.0,524100,94.25682121732494,Good,815
815,2021,Housing quality & needs,15,12,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Patches of mould or mildew larger than one square metre,Sex,Male,No,505800.0,543600,93.04635761589404,Good,816
816,2018,Housing quality & needs,15,11,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Patches of mould or mildew larger than one square metre,Racial identity,Non-racialized,No,724500.0,761100,95.19117067402443,Good,817
817,2021,Housing quality & needs,15,12,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Patches of mould or mildew larger than one square metre,Racial identity,Non-racialized,No,720400.0,765100,94.1576264540583,Good,818
818,2021,Housing quality & needs,15,12,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Patches of mould or mildew larger than one square metre,Overall,Total,No,1015500.0,1093500,92.86694101508917,Good,819
819,2018,Housing quality & needs,15,11,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Patches of mould or mildew larger than one square metre,,Total,No,993700.0,1057400,93.9757896727823,Good,820
820,2021,Housing quality & needs,15,12,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Patches of mould or mildew larger than one square metre,Education,"Trade certificate, diploma, college, CEGEP or other non-university certificate",No,187100.0,199600,93.7374749498998,Good,821
822,2021,Housing quality & needs,18,15,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Regular poor indoor air quality due to odours coming from neighbours or from the outside,Sex,Female,Yes,49200.0,549900,8.947081287506819,Good,823
824,2018,Housing quality & needs,15,11,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Patches of mould or mildew larger than one square metre,Education,"Trade certificate, diploma, college, CEGEP or other non-university certificate",No,186400.0,200400,93.01397205588823,Good,825
825,2021,Housing quality & needs,15,12,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Patches of mould or mildew larger than one square metre,Education,University certificate,No,407600.0,422900,96.3821234334358,Good,826
826,2018,Housing quality & needs,15,11,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Patches of mould or mildew larger than one square metre,Education,University certificate,No,385500.0,405200,95.13820335636723,Good,827
827,2018,Housing quality & needs,15,11,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Patches of mould or mildew larger than one square metre,Racial identity,Racialized,No,259300.0,284900,91.01439101439101,Good,828
828,2021,Housing quality & needs,15,12,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Patches of mould or mildew larger than one square metre,Racial identity,Racialized,No,293600.0,326900,89.81339859284184,Good,829
842,2018,Housing quality & needs,57,51,Why does your dwelling not have all the adaptations your household needs?,Planning to move in the near future,Sex,Female,No,18000.0,21100,85.30805687203792,Good,843
843,2018,Housing quality & needs,57,51,Why does your dwelling not have all the adaptations your household needs?,Planning to move in the near future,Sexual orientation,Heterosexual,No,10800.0,12700,85.03937007874016,Good,844
844,2018,Housing quality & needs,57,51,Why does your dwelling not have all the adaptations your household needs?,Planning to move in the near future,Education,High school diploma or a equivalency certificate,No,7500.0,8600,87.20930232558139,Good,845
845,2018,Housing quality & needs,57,51,Why does your dwelling not have all the adaptations your household needs?,Planning to move in the near future,Education,Less than high school diploma or its equivalent,No,6000.0,6100,98.36065573770492,Good,846
846,2018,Housing quality & needs,57,51,Why does your dwelling not have all the adaptations your household needs?,Planning to move in the near future,Sex,Male,No,18300.0,20100,91.04477611940298,Good,847
847,2018,Housing quality & needs,57,51,Why does your dwelling not have all the adaptations your household needs?,Planning to move in the near future,Racial identity,Non-racialized,No,24900.0,27900,89.24731182795699,Good,848
848,2018,Housing quality & needs,57,51,Why does your dwelling not have all the adaptations your household needs?,Planning to move in the near future,,Total,No,36400.0,41300,88.13559322033898,Good,849
849,2018,Housing quality & needs,57,51,Why does your dwelling not have all the adaptations your household needs?,Planning to move in the near future,Education,"Trade certificate, diploma, college, CEGEP or other non-university certificate",No,5200.0,7700,67.53246753246754,Good,850
850,2018,Housing quality & needs,57,51,Why does your dwelling not have all the adaptations your household needs?,Planning to move in the near future,Education,University certificate,No,14000.0,14600,95.8904109589041,Good,851
851,2018,Housing quality & needs,57,51,Why does your dwelling not have all the adaptations your household needs?,Planning to move in the near future,Racial identity,Racialized,No,11100.0,13000,85.38461538461539,Good,852
853,2018,Housing quality & needs,18,14,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Regular poor indoor air quality due to odours coming from neighbours or from the outside,Sexual orientation,LGBTQ2S+,Yes,5000.0,19800,25.252525252525253,Good,854
854,2018,Housing quality & needs,18,14,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Regular poor indoor air quality due to odours coming from neighbours or from the outside,Sex,Female,Yes,50400.0,532300,9.468344918279167,Good,855
861,2018,Housing quality & needs,18,14,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Regular poor indoor air quality due to odours coming from neighbours or from the outside,Sexual orientation,Heterosexual,Yes,33300.0,388600,8.569222851260937,Good,862
868,2021,Housing quality & needs,18,15,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Regular poor indoor air quality due to odours coming from neighbours or from the outside,Sexual orientation,Heterosexual,Yes,33100.0,402100,8.231783138522756,Good,869
873,2018,Housing quality & needs,18,14,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Regular poor indoor air quality due to odours coming from neighbours or from the outside,Education,High school diploma or a equivalency certificate,Yes,15800.0,187500,8.426666666666668,Good,874
882,2018,Housing quality & needs,17,13,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Undrinkable water coming from your faucets lasting more than one week,Sex,Female,Yes,7500.0,532300,1.4089798985534472,Good,883
888,2018,Housing quality & needs,17,13,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Undrinkable water coming from your faucets lasting more than one week,,Total,Yes,12800.0,1057400,1.21051636088519,Good,889
889,2021,Housing quality & needs,18,15,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Regular poor indoor air quality due to odours coming from neighbours or from the outside,Education,High school diploma or a equivalency certificate,Yes,19500.0,207700,9.388541165142032,Good,890
895,2018,Housing quality & needs,18,14,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Regular poor indoor air quality due to odours coming from neighbours or from the outside,Education,Less than high school diploma or its equivalent,Yes,6800.0,84100,8.085612366230679,Good,896
899,2018,Housing quality & needs,17,13,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Undrinkable water coming from your faucets lasting more than one week,Racial identity,Racialized,Yes,2700.0,284900,0.9477009477009477,Good,900
901,2021,Housing quality & needs,18,15,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Regular poor indoor air quality due to odours coming from neighbours or from the outside,Education,Less than high school diploma or its equivalent,Yes,5300.0,87600,6.050228310502283,Good,902
905,2021,Housing quality & needs,17,14,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Undrinkable water coming from your faucets lasting more than one week,Racial identity,Racialized,Yes,1300.0,326900,0.39767513000917715,Good,906
969,2018,Housing quality & needs,17,13,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Undrinkable water coming from your faucets lasting more than one week,Sexual orientation,LGBTQ2S+,No,19800.0,19800,100.0,Good,970
972,2021,Housing quality & needs,17,14,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Undrinkable water coming from your faucets lasting more than one week,Sexual orientation,LGBTQ2S+,No,23500.0,23500,100.0,Good,973
975,2018,Housing quality & needs,17,13,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Undrinkable water coming from your faucets lasting more than one week,Sex,Female,No,521100.0,532300,97.89592335149352,Good,976
979,2018,Housing quality & needs,18,14,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Regular poor indoor air quality due to odours coming from neighbours or from the outside,Sex,Male,Yes,39300.0,524100,7.498568975386377,Good,980
982,2021,Housing quality & needs,18,15,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Regular poor indoor air quality due to odours coming from neighbours or from the outside,Sex,Male,Yes,38100.0,543500,7.0101195952161905,Good,983
984,2021,Housing quality & needs,17,14,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Undrinkable water coming from your faucets lasting more than one week,Sex,Female,No,541700.0,550000,98.4909090909091,Good,985
987,2018,Housing quality & needs,17,13,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Undrinkable water coming from your faucets lasting more than one week,Sexual orientation,Heterosexual,No,380600.0,388600,97.94132784354092,Good,988
991,2018,Housing quality & needs,18,14,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Regular poor indoor air quality due to odours coming from neighbours or from the outside,Racial identity,Non-racialized,Yes,51600.0,761100,6.779661016949152,Good,992
993,2021,Housing quality & needs,17,14,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Undrinkable water coming from your faucets lasting more than one week,Sexual orientation,Heterosexual,No,396300.0,402200,98.53306812531079,Good,994
997,2021,Housing quality & needs,18,15,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Regular poor indoor air quality due to odours coming from neighbours or from the outside,Racial identity,Non-racialized,Yes,53000.0,765000,6.928104575163399,Good,998
999,2018,Housing quality & needs,17,13,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Undrinkable water coming from your faucets lasting more than one week,Education,High school diploma or a equivalency certificate,No,183400.0,187500,97.81333333333333,Good,1000
1002,2021,Housing quality & needs,17,14,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Undrinkable water coming from your faucets lasting more than one week,Education,High school diploma or a equivalency certificate,No,202700.0,207800,97.54571703561116,Good,1003
1004,2021,Housing quality & needs,18,15,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Regular poor indoor air quality due to odours coming from neighbours or from the outside,Overall,Total,Yes,87300.0,1093400,7.984269251874886,Good,1005
1043,2018,Housing quality & needs,18,14,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Regular poor indoor air quality due to odours coming from neighbours or from the outside,,Total,Yes,89800.0,1057400,8.492528844335162,Good,1044
1044,2018,Housing quality & needs,17,13,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Undrinkable water coming from your faucets lasting more than one week,Education,Less than high school diploma or its equivalent,No,82100.0,84100,97.6218787158145,Good,1045
1059,2021,Housing quality & needs,18,15,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Regular poor indoor air quality due to odours coming from neighbours or from the outside,Education,"Trade certificate, diploma, college, CEGEP or other non-university certificate",Yes,17100.0,199500,8.571428571428571,Good,1060
1060,2018,Housing quality & needs,18,14,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Regular poor indoor air quality due to odours coming from neighbours or from the outside,Education,"Trade certificate, diploma, college, CEGEP or other non-university certificate",Yes,18500.0,200400,9.231536926147704,Good,1061
1061,2021,Housing quality & needs,18,15,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Regular poor indoor air quality due to odours coming from neighbours or from the outside,Education,University certificate,Yes,26800.0,423000,6.335697399527186,Good,1062
1062,2018,Housing quality & needs,18,14,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Regular poor indoor air quality due to odours coming from neighbours or from the outside,Education,University certificate,Yes,33000.0,405200,8.144126357354393,Good,1063
1063,2018,Housing quality & needs,18,14,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Regular poor indoor air quality due to odours coming from neighbours or from the outside,Racial identity,Racialized,Yes,36300.0,284900,12.741312741312742,Good,1064
1064,2021,Housing quality & needs,18,15,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Regular poor indoor air quality due to odours coming from neighbours or from the outside,Racial identity,Racialized,Yes,34300.0,327000,10.489296636085626,Good,1065
1065,2018,Housing quality & needs,18,14,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Regular poor indoor air quality due to odours coming from neighbours or from the outside,Sexual orientation,LGBTQ2S+,No,14800.0,19800,74.74747474747475,Good,1066
1066,2021,Housing quality & needs,18,15,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Regular poor indoor air quality due to odours coming from neighbours or from the outside,Sexual orientation,LGBTQ2S+,No,20900.0,23600,88.5593220338983,Good,1067
1067,2018,Housing quality & needs,18,14,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Regular poor indoor air quality due to odours coming from neighbours or from the outside,Sex,Female,No,479900.0,532300,90.15592710877326,Good,1068
1068,2021,Housing quality & needs,18,15,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Regular poor indoor air quality due to odours coming from neighbours or from the outside,Sex,Female,No,500300.0,549900,90.98017821422076,Good,1069
1069,2018,Housing quality & needs,18,14,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Regular poor indoor air quality due to odours coming from neighbours or from the outside,Sexual orientation,Heterosexual,No,354200.0,388600,91.14770972722593,Good,1070
1070,2021,Housing quality & needs,18,15,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Regular poor indoor air quality due to odours coming from neighbours or from the outside,Sexual orientation,Heterosexual,No,368600.0,402100,91.66873911962199,Good,1071
1071,2018,Housing quality & needs,18,14,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Regular poor indoor air quality due to odours coming from neighbours or from the outside,Education,High school diploma or a equivalency certificate,No,171600.0,187500,91.52,Good,1072
1072,2021,Housing quality & needs,18,15,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Regular poor indoor air quality due to odours coming from neighbours or from the outside,Education,High school diploma or a equivalency certificate,No,188400.0,207700,90.70775156475686,Good,1073
1073,2018,Housing quality & needs,18,14,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Regular poor indoor air quality due to odours coming from neighbours or from the outside,Education,Less than high school diploma or its equivalent,No,76800.0,84100,91.31985731272295,Good,1074
1074,2021,Housing quality & needs,18,15,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Regular poor indoor air quality due to odours coming from neighbours or from the outside,Education,Less than high school diploma or its equivalent,No,82300.0,87600,93.94977168949772,Good,1075
1075,2018,Housing quality & needs,18,14,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Regular poor indoor air quality due to odours coming from neighbours or from the outside,Sex,Male,No,483600.0,524100,92.27246708643389,Good,1076
1077,2021,Housing quality & needs,17,14,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Undrinkable water coming from your faucets lasting more than one week,Education,Less than high school diploma or its equivalent,No,83900.0,87500,95.88571428571429,Good,1078
1078,2021,Housing quality & needs,18,15,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Regular poor indoor air quality due to odours coming from neighbours or from the outside,Sex,Male,No,505400.0,543500,92.9898804047838,Good,1079
1079,2018,Housing quality & needs,18,14,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Regular poor indoor air quality due to odours coming from neighbours or from the outside,Racial identity,Non-racialized,No,708900.0,761100,93.1415057154119,Good,1080
1080,2021,Housing quality & needs,18,15,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Regular poor indoor air quality due to odours coming from neighbours or from the outside,Racial identity,Non-racialized,No,711600.0,765000,93.01960784313725,Good,1081
1081,2021,Housing quality & needs,18,15,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Regular poor indoor air quality due to odours coming from neighbours or from the outside,Overall,Total,No,1005700.0,1093400,91.97914761295043,Good,1082
1082,2018,Housing quality & needs,18,14,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Regular poor indoor air quality due to odours coming from neighbours or from the outside,,Total,No,964500.0,1057400,91.21429922451296,Good,1083
1083,2021,Housing quality & needs,18,15,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Regular poor indoor air quality due to odours coming from neighbours or from the outside,Education,"Trade certificate, diploma, college, CEGEP or other non-university certificate",No,182400.0,199500,91.42857142857143,Good,1084
1084,2018,Housing quality & needs,18,14,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Regular poor indoor air quality due to odours coming from neighbours or from the outside,Education,"Trade certificate, diploma, college, CEGEP or other non-university certificate",No,181700.0,200400,90.6686626746507,Good,1085
1085,2021,Housing quality & needs,18,15,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Regular poor indoor air quality due to odours coming from neighbours or from the outside,Education,University certificate,No,395800.0,423000,93.56973995271868,Good,1086
1086,2018,Housing quality & needs,18,14,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Regular poor indoor air quality due to odours coming from neighbours or from the outside,Education,University certificate,No,372100.0,405200,91.83119447186574,Good,1087
1087,2018,Housing quality & needs,18,14,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Regular poor indoor air quality due to odours coming from neighbours or from the outside,Racial identity,Racialized,No,246100.0,284900,86.38118638118638,Good,1088
1088,2021,Housing quality & needs,18,15,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Regular poor indoor air quality due to odours coming from neighbours or from the outside,Racial identity,Racialized,No,292500.0,327000,89.44954128440367,Good,1089
1100,2018,Housing quality & needs,17,13,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Undrinkable water coming from your faucets lasting more than one week,Sex,Male,No,514100.0,524100,98.09196718183553,Good,1101
1102,2021,Housing quality & needs,17,14,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Undrinkable water coming from your faucets lasting more than one week,Sex,Male,No,536200.0,543600,98.63870493009566,Good,1103
1104,2018,Housing quality & needs,17,13,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Undrinkable water coming from your faucets lasting more than one week,Racial identity,Non-racialized,No,748000.0,761100,98.27880698988307,Good,1105
1106,2021,Housing quality & needs,17,14,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Undrinkable water coming from your faucets lasting more than one week,Racial identity,Non-racialized,No,754000.0,765100,98.54920925369233,Good,1107
1108,2021,Housing quality & needs,17,14,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Undrinkable water coming from your faucets lasting more than one week,Overall,Total,No,1078000.0,1093500,98.58253315043439,Good,1109
1110,2018,Housing quality & needs,17,13,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Undrinkable water coming from your faucets lasting more than one week,,Total,No,1036300.0,1057400,98.00453943635333,Good,1111
1112,2021,Housing quality & needs,17,14,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Undrinkable water coming from your faucets lasting more than one week,Education,"Trade certificate, diploma, college, CEGEP or other non-university certificate",No,198400.0,199600,99.39879759519037,Good,1113
1114,2018,Housing quality & needs,17,13,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Undrinkable water coming from your faucets lasting more than one week,Education,"Trade certificate, diploma, college, CEGEP or other non-university certificate",No,195500.0,200400,97.55489021956087,Good,1115
1118,2021,Housing quality & needs,17,14,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Undrinkable water coming from your faucets lasting more than one week,Education,University certificate,No,420900.0,422900,99.52707495861905,Good,1119
1121,2018,Housing quality & needs,17,13,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Undrinkable water coming from your faucets lasting more than one week,Education,University certificate,No,403400.0,405200,99.5557749259625,Good,1122
1124,2018,Housing quality & needs,17,13,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Undrinkable water coming from your faucets lasting more than one week,Racial identity,Racialized,No,277000.0,284900,97.22709722709723,Good,1125
1127,2021,Housing quality & needs,17,14,"In the past 12 months, have you experienced any of the following issues in your dwelling?",Undrinkable water coming from your faucets lasting more than one week,Racial identity,Racialized,No,322500.0,326900,98.65402263689201,Good,1128
